MonthYear,EventBaseCode,Count
201707   ,101          ,15
201708   ,192          ,81
201610   ,060          ,305
201608   ,193          ,285
201708   ,086          ,2
201706   ,013          ,276
201704   ,202          ,10
201610   ,080          ,255
201610   ,025          ,35
201610   ,143          ,67
201703   ,025          ,54
201609   ,080          ,304
201609   ,190          ,1057
201509   ,040          ,2184
201701   ,166          ,4
201612   ,104          ,57
201508   ,051          ,1293
201509   ,120          ,992
201512   ,193          ,171
201506   ,051          ,1018
201502   ,020          ,490
201602   ,111          ,449
201506   ,120          ,390
201604   ,044          ,33
201805   ,182          ,92
201805   ,130          ,255
201511   ,081          ,11
201803   ,043          ,1740
201802   ,141          ,273
201705   ,125          ,82
201810   ,120          ,493
201810   ,056          ,18
201911   ,174          ,45
201902   ,130          ,279
201902   ,023          ,54
201901   ,043          ,2008
201910   ,015          ,43
201910   ,025          ,43
201910   ,011          ,31
201808   ,010          ,1251
201808   ,037          ,5
201710   ,012          ,447
201812   ,040          ,1927
201901   ,045          ,24
201506   ,050          ,352
201503   ,151          ,3
201901   ,031          ,93
201712   ,030          ,681
201712   ,092          ,5
201709   ,045          ,15
201709   ,022          ,20
201711   ,052          ,21
201903   ,050          ,190
201903   ,017          ,181
201903   ,030          ,246
201903   ,150          ,45
201806   ,120          ,639
201806   ,163          ,67
201806   ,060          ,174
201806   ,138          ,50
201806   ,032          ,9
201907   ,056          ,40
201907   ,163          ,27
201809   ,141          ,183
201809   ,032          ,8
201809   ,038          ,9
201908   ,061          ,136
202001   ,018          ,22
201504   ,150          ,25
201506   ,141          ,94
202001   ,124          ,20
201907   ,062          ,39
201606   ,087          ,159
201912   ,195          ,3
201710   ,202          ,11
201903   ,045          ,18
201510   ,145          ,26
201901   ,185          ,6
201603   ,055          ,9
201511   ,023          ,59
201909   ,013          ,241
201909   ,194          ,11
201503   ,153          ,5
201508   ,153          ,4
201905   ,131          ,17
201909   ,052          ,10
201512   ,115          ,8
201605   ,195          ,15
201808   ,019          ,18
201811   ,063          ,6
201811   ,181          ,17
201807   ,140          ,14
201910   ,195          ,10
201812   ,104          ,3
201604   ,027          ,4
201809   ,105          ,3
201503   ,035          ,23
201510   ,106          ,4
201912   ,133          ,9
201806   ,053          ,1
201908   ,139          ,1
201610   ,142          ,4
201510   ,133          ,3
201511   ,152          ,2
202005   ,154          ,4
201812   ,027          ,8
201809   ,151          ,3
201507   ,134          ,1
201904   ,020          ,1365
201704   ,071          ,385
201704   ,081          ,59
201704   ,140          ,5
201511   ,043          ,1608
201702   ,051          ,1610
201701   ,041          ,123
201707   ,154          ,63
202004   ,032          ,6
201608   ,130          ,260
201608   ,036          ,1175
201610   ,123          ,2
201610   ,154          ,143
202003   ,164          ,24
201602   ,173          ,386
201702   ,166          ,12
201703   ,013          ,447
201703   ,124          ,15
201510   ,193          ,197
201604   ,050          ,191
201704   ,145          ,13
201609   ,084          ,359
201609   ,128          ,22
201510   ,120          ,728
201507   ,041          ,68
201602   ,125          ,57
201506   ,012          ,305
201601   ,173          ,319
201603   ,033          ,94
201604   ,172          ,519
201507   ,084          ,313
201705   ,070          ,248
201805   ,023          ,84
201801   ,193          ,152
201801   ,150          ,23
201905   ,036          ,867
201905   ,015          ,60
201803   ,141          ,507
201807   ,031          ,60
201804   ,120          ,427
201810   ,016          ,38
201808   ,040          ,1110
201808   ,141          ,154
201710   ,045          ,14
201710   ,143          ,18
201905   ,145          ,15
201901   ,152          ,16
201712   ,072          ,61
201607   ,100          ,360
201711   ,171          ,194
201903   ,192          ,55
201903   ,023          ,27
201907   ,018          ,21
201907   ,170          ,1
201907   ,022          ,22
201809   ,026          ,243
201809   ,191          ,12
202001   ,186          ,23
202002   ,143          ,6
201503   ,110          ,316
201509   ,141          ,316
201604   ,054          ,7
201605   ,193          ,225
201606   ,016          ,51
201606   ,045          ,32
201912   ,043          ,1371
201912   ,018          ,38
201507   ,180          ,69
201504   ,203          ,48
201911   ,075          ,10
201604   ,035          ,32
201608   ,194          ,5
201504   ,074          ,6
201705   ,152          ,1
201601   ,195          ,3
201511   ,044          ,24
201909   ,163          ,31
201602   ,164          ,23
201510   ,203          ,13
201905   ,037          ,7
201907   ,082          ,6
201806   ,133          ,1
201603   ,074          ,3
201604   ,081          ,29
201506   ,104          ,5
201509   ,038          ,1
201508   ,194          ,7
201912   ,139          ,1
201601   ,170          ,9
201508   ,123          ,1
201809   ,170          ,3
202002   ,091          ,1
202003   ,122          ,3
201607   ,142          ,2
201603   ,028          ,7
201509   ,133          ,6
201605   ,074          ,2
201909   ,170          ,3
201908   ,106          ,2
202001   ,131          ,10
202005   ,050          ,2
202005   ,024          ,3
201505   ,019          ,1
201509   ,019          ,1
201707   ,123          ,1
202004   ,045          ,5
202004   ,016          ,20
202004   ,054          ,10
202004   ,195          ,13
201703   ,042          ,2145
201611   ,042          ,1798
201611   ,120          ,596
201611   ,051          ,1949
201611   ,191          ,28
201611   ,141          ,237
201611   ,154          ,152
201701   ,091          ,8
201707   ,010          ,2646
201707   ,080          ,324
201708   ,173          ,434
201608   ,180          ,93
201607   ,040          ,5015
201708   ,182          ,170
201706   ,180          ,117
201704   ,131          ,3
201610   ,174          ,43
201510   ,036          ,894
201610   ,203          ,50
201703   ,061          ,164
201603   ,112          ,421
201603   ,087          ,157
201509   ,025          ,27
201612   ,012          ,439
201612   ,075          ,13
201612   ,062          ,42
201707   ,075          ,13
201603   ,073          ,75
201506   ,036          ,1033
201506   ,030          ,522
201603   ,025          ,34
201509   ,073          ,110
201604   ,087          ,120
201707   ,162          ,4
201805   ,090          ,636
201805   ,026          ,196
201610   ,086          ,17
201801   ,162          ,9
201905   ,042          ,1291
201905   ,193          ,193
201905   ,061          ,101
201905   ,164          ,30
201609   ,202          ,4
201803   ,051          ,2106
201803   ,020          ,1991
201803   ,016          ,77
201807   ,017          ,265
201807   ,181          ,10
201804   ,182          ,107
201802   ,019          ,9
201803   ,175          ,3
201705   ,111          ,563
201705   ,192          ,80
201810   ,046          ,753
201911   ,012          ,269
201911   ,046          ,665
201905   ,018          ,53
201902   ,113          ,4
201808   ,171          ,71
201710   ,142          ,48
201710   ,191          ,23
201901   ,191          ,26
201812   ,017          ,255
201812   ,024          ,2
201812   ,163          ,52
201810   ,039          ,15
201810   ,018          ,26
201905   ,150          ,12
201503   ,070          ,200
201510   ,014          ,176
201505   ,127          ,8
201701   ,131          ,10
201712   ,141          ,221
201710   ,083          ,70
201607   ,191          ,57
201711   ,192          ,67
201903   ,052          ,11
201806   ,012          ,357
201806   ,035          ,61
201806   ,022          ,19
201806   ,193          ,158
201811   ,145          ,48
201907   ,090          ,492
201809   ,050          ,249
201908   ,141          ,119
202001   ,080          ,208
202001   ,138          ,72
201612   ,063          ,4
202002   ,071          ,229
202002   ,036          ,601
202002   ,072          ,55
201501   ,057          ,7
201506   ,110          ,227
201507   ,181          ,5
201607   ,054          ,50
202001   ,025          ,23
201606   ,164          ,24
201912   ,070          ,152
201912   ,084          ,212
201912   ,072          ,37
201902   ,203          ,14
201710   ,044          ,21
201806   ,025          ,28
201801   ,032          ,8
201801   ,021          ,15
201502   ,015          ,46
201503   ,018          ,31
201909   ,087          ,151
201510   ,075          ,15
201602   ,195          ,17
201910   ,032          ,21
201502   ,023          ,23
201504   ,064          ,9
201812   ,127          ,10
201907   ,145          ,12
201501   ,036          ,14
201906   ,044          ,19
201512   ,185          ,2
201510   ,143          ,4
201902   ,103          ,2
201607   ,053          ,4
201508   ,144          ,2
201508   ,175          ,1
201706   ,074          ,1
201511   ,134          ,1
202004   ,122          ,7
201904   ,072          ,38
201704   ,070          ,260
201604   ,042          ,1711
201611   ,073          ,117
201611   ,087          ,131
201707   ,172          ,291
201707   ,013          ,422
201707   ,063          ,6
201707   ,091          ,5
202004   ,075          ,3
201611   ,024          ,16
201608   ,042          ,1983
201708   ,103          ,13
201610   ,181          ,7
201610   ,016          ,40
201610   ,139          ,7
201703   ,110          ,761
201703   ,145          ,43
201708   ,019          ,1
201604   ,190          ,730
201606   ,010          ,2573
201612   ,124          ,23
201509   ,114          ,167
201605   ,017          ,281
201511   ,011          ,34
201512   ,043          ,1619
201505   ,084          ,326
201603   ,017          ,165
201603   ,090          ,519
201709   ,100          ,261
201805   ,060          ,187
201805   ,101          ,9
202005   ,160          ,3
201805   ,181          ,10
201805   ,163          ,34
201801   ,057          ,521
201801   ,020          ,1701
201801   ,181          ,23
201609   ,161          ,35
201905   ,172          ,198
201905   ,190          ,683
201905   ,100          ,146
201905   ,057          ,406
201703   ,064          ,8
201807   ,070          ,272
201807   ,110          ,398
201802   ,087          ,159
201705   ,128          ,24
201804   ,163          ,26
201810   ,083          ,75
201902   ,040          ,3022
201902   ,020          ,1668
201902   ,012          ,369
201902   ,036          ,1511
201902   ,055          ,142
201902   ,087          ,352
201902   ,115          ,3
201901   ,193          ,313
201710   ,084          ,367
201812   ,036          ,929
201812   ,193          ,194
201812   ,062          ,25
201803   ,103          ,28
201510   ,180          ,89
201508   ,160          ,86
201712   ,128          ,151
201711   ,138          ,109
201712   ,143          ,13
201607   ,139          ,18
201711   ,143          ,15
201903   ,041          ,75
201806   ,052          ,21
201907   ,055          ,26
202001   ,043          ,1769
201711   ,175          ,10
201508   ,085          ,9
201601   ,072          ,70
201606   ,112          ,433
201912   ,143          ,14
201710   ,125          ,50
201602   ,017          ,116
202003   ,186          ,8
201807   ,133          ,6
201909   ,152          ,15
201906   ,057          ,769
201512   ,125          ,48
201510   ,063          ,12
201805   ,086          ,3
201806   ,085          ,2
201507   ,022          ,16
201606   ,170          ,1
201903   ,064          ,1
201902   ,104          ,20
201811   ,203          ,1
201505   ,143          ,4
201902   ,022          ,59
201710   ,134          ,1
201507   ,101          ,7
201702   ,142          ,3
201803   ,085          ,1
201810   ,170          ,1
201511   ,140          ,1
202004   ,090          ,275
201704   ,018          ,69
201704   ,163          ,17
201604   ,086          ,12
201611   ,114          ,193
201702   ,052          ,14
201602   ,010          ,2121
201702   ,191          ,30
201707   ,012          ,706
201708   ,112          ,563
201706   ,192          ,71
201706   ,011          ,16
201706   ,181          ,15
201604   ,080          ,218
202003   ,087          ,304
201702   ,139          ,8
201702   ,104          ,9
201603   ,057          ,386
201609   ,040          ,2425
201509   ,090          ,579
201612   ,085          ,3
201707   ,202          ,9
201605   ,130          ,476
201504   ,172          ,624
201505   ,114          ,187
201805   ,195          ,10
201905   ,141          ,260
201807   ,154          ,64
201804   ,193          ,284
201804   ,052          ,9
201802   ,081          ,40
201803   ,033          ,81
201705   ,193          ,229
201705   ,055          ,29
201804   ,103          ,5
201810   ,032          ,11
201810   ,186          ,32
201710   ,051          ,1837
201706   ,085          ,7
201902   ,035          ,40
201910   ,171          ,38
201910   ,054          ,24
201808   ,100          ,133
201808   ,128          ,33
201901   ,030          ,430
201810   ,035          ,16
201509   ,060          ,215
201701   ,113          ,1
201712   ,124          ,15
201712   ,180          ,95
201709   ,163          ,36
201607   ,061          ,119
201711   ,017          ,400
201711   ,150          ,27
201903   ,073          ,86
201903   ,129          ,16
201811   ,174          ,41
201907   ,083          ,43
201908   ,084          ,344
201908   ,164          ,27
202002   ,053          ,2
201502   ,152          ,3
201504   ,134          ,2
201502   ,100          ,64
201509   ,093          ,12
201802   ,181          ,21
201709   ,027          ,4
201503   ,041          ,112
201605   ,152          ,11
201706   ,104          ,16
201901   ,140          ,15
201603   ,195          ,24
202002   ,022          ,18
201807   ,025          ,33
201604   ,145          ,11
201904   ,120          ,480
201512   ,150          ,22
201602   ,062          ,68
201512   ,203          ,2
201605   ,164          ,21
201712   ,170          ,3
201604   ,123          ,3
201909   ,025          ,10
201612   ,122          ,4
201903   ,028          ,5
201602   ,063          ,5
201503   ,124          ,27
201907   ,150          ,4
201602   ,161          ,13
201808   ,085          ,6
201604   ,101          ,12
201603   ,019          ,2
201505   ,104          ,5
202002   ,075          ,6
201510   ,091          ,5
201507   ,166          ,6
201506   ,151          ,3
201909   ,131          ,6
201606   ,092          ,3
202004   ,041          ,113
202004   ,038          ,5
201704   ,062          ,67
201704   ,138          ,72
201701   ,072          ,409
201702   ,163          ,28
201702   ,101          ,25
201610   ,040          ,2254
201608   ,051          ,1878
201608   ,021          ,33
201708   ,104          ,55
201706   ,046          ,836
201706   ,060          ,177
201703   ,127          ,18
201603   ,010          ,1960
201707   ,011          ,47
201508   ,020          ,1669
201601   ,040          ,2355
201506   ,071          ,226
201603   ,084          ,451
201506   ,046          ,767
201603   ,051          ,1459
201503   ,080          ,215
201604   ,060          ,230
201604   ,110          ,383
202005   ,083          ,3
201709   ,173          ,481
201703   ,024          ,8
202005   ,032          ,1
201611   ,039          ,9
201905   ,082          ,11
201905   ,023          ,29
201803   ,040          ,2750
201802   ,051          ,1780
201802   ,080          ,358
201612   ,121          ,2
201705   ,023          ,75
201810   ,190          ,526
201810   ,111          ,408
201911   ,070          ,125
201601   ,023          ,117
201902   ,050          ,443
201902   ,174          ,62
201808   ,112          ,212
201808   ,039          ,1
201710   ,172          ,275
201904   ,057          ,561
201901   ,101          ,12
201712   ,131          ,7
201806   ,080          ,296
201806   ,026          ,168
201806   ,016          ,27
201709   ,144          ,7
201709   ,039          ,3
201809   ,172          ,223
201908   ,171          ,46
202001   ,090          ,364
202001   ,100          ,116
202002   ,042          ,1102
202002   ,046          ,491
202002   ,062          ,40
202002   ,038          ,9
201602   ,080          ,210
201509   ,203          ,19
201604   ,055          ,33
201607   ,162          ,5
201802   ,103          ,1
201807   ,064          ,8
201606   ,139          ,5
201912   ,012          ,322
201912   ,173          ,317
201709   ,024          ,8
201604   ,181          ,18
201802   ,085          ,8
201510   ,122          ,9
201604   ,073          ,70
201508   ,128          ,6
201602   ,203          ,12
201909   ,182          ,65
201602   ,033          ,74
201711   ,131          ,21
201506   ,113          ,6
201504   ,063          ,21
201807   ,104          ,19
201807   ,038          ,22
201907   ,124          ,13
201504   ,143          ,4
201606   ,140          ,7
201811   ,024          ,2
201508   ,122          ,7
201605   ,032          ,19
201811   ,085          ,3
201604   ,140          ,9
201912   ,034          ,5
201511   ,202          ,4
201502   ,161          ,7
201506   ,024          ,2
201508   ,166          ,8
201602   ,170          ,2
202005   ,062          ,3
201910   ,203          ,4
201704   ,051          ,2028
201704   ,060          ,238
201704   ,073          ,99
201701   ,090          ,466
201701   ,035          ,51
201701   ,163          ,30
201707   ,110          ,643
201508   ,195          ,17
201706   ,051          ,1646
201706   ,075          ,41
201706   ,151          ,11
201610   ,163          ,28
202003   ,080          ,334
202003   ,182          ,35
201703   ,084          ,525
201703   ,174          ,124
201609   ,072          ,106
201609   ,053          ,22
201612   ,081          ,43
201612   ,163          ,51
201707   ,044          ,44
201508   ,087          ,147
201505   ,020          ,1335
201603   ,182          ,127
201508   ,190          ,761
201604   ,040          ,1825
201507   ,110          ,261
201501   ,040          ,31
201709   ,051          ,1700
201703   ,123          ,4
201805   ,190          ,903
201805   ,057          ,523
201805   ,124          ,16
201905   ,129          ,3
201807   ,042          ,1349
201807   ,160          ,212
201807   ,162          ,4
201802   ,018          ,29
201803   ,191          ,23
201810   ,161          ,21
201911   ,186          ,12
201901   ,010          ,2044
201902   ,073          ,56
201910   ,127          ,9
201808   ,070          ,159
201808   ,050          ,143
201710   ,030          ,534
201812   ,172          ,179
201812   ,080          ,243
201605   ,161          ,14
201901   ,160          ,147
201701   ,201          ,1
201712   ,080          ,313
201712   ,182          ,63
201712   ,032          ,11
201709   ,182          ,273
201711   ,190          ,749
201711   ,103          ,5
201903   ,171          ,56
201806   ,061          ,110
201811   ,173          ,329
201907   ,051          ,1380
201712   ,185          ,1
201809   ,073          ,68
202001   ,084          ,480
202001   ,013          ,329
202001   ,028          ,5
202002   ,026          ,109
202002   ,054          ,11
201605   ,192          ,71
201503   ,083          ,48
201507   ,141          ,105
201603   ,145          ,15
201506   ,083          ,117
201808   ,164          ,11
201907   ,021          ,22
201606   ,160          ,97
201804   ,086          ,4
201912   ,101          ,4
201912   ,024          ,8
201710   ,161          ,13
201903   ,104          ,12
201507   ,131          ,3
201508   ,115          ,11
201901   ,019          ,2
201807   ,054          ,8
201904   ,100          ,146
201904   ,050          ,185
201906   ,046          ,728
201910   ,145          ,12
201805   ,027          ,2
201907   ,024          ,2
201602   ,022          ,27
201909   ,103          ,7
201903   ,140          ,8
201902   ,032          ,8
201811   ,052          ,10
201502   ,018          ,5
201811   ,105          ,5
201906   ,150          ,16
201605   ,054          ,21
201502   ,166          ,8
202002   ,044          ,16
201507   ,103          ,4
201908   ,032          ,5
201802   ,027          ,5
201603   ,131          ,11
201503   ,064          ,7
201511   ,162          ,1
201506   ,144          ,4
201501   ,046          ,4
201712   ,115          ,1
201807   ,134          ,1
201911   ,113          ,2
201812   ,134          ,1
201501   ,052          ,1
201807   ,027          ,1
201703   ,129          ,109
201704   ,023          ,61
201704   ,022          ,53
201511   ,071          ,287
201702   ,174          ,75
201702   ,044          ,25
201707   ,030          ,709
201707   ,019          ,9
201608   ,043          ,2488
201608   ,012          ,444
201608   ,081          ,38
201708   ,031          ,98
201708   ,143          ,24
201708   ,063          ,8
201706   ,041          ,98
201604   ,051          ,1635
202003   ,050          ,134
201510   ,172          ,208
201508   ,180          ,108
201601   ,020          ,1505
201511   ,012          ,377
201603   ,180          ,48
201512   ,138          ,135
201601   ,057          ,435
201604   ,090          ,538
201507   ,031          ,128
201502   ,192          ,20
201610   ,202          ,12
201709   ,090          ,492
201709   ,084          ,338
201709   ,174          ,89
201805   ,084          ,331
201804   ,043          ,1448
202005   ,040          ,14
201801   ,030          ,566
201801   ,071          ,394
201609   ,175          ,9
201803   ,139          ,14
201803   ,032          ,63
201705   ,129          ,30
201810   ,162          ,3
201805   ,161          ,21
201902   ,120          ,483
201910   ,010          ,1570
201910   ,130          ,144
201910   ,022          ,24
201712   ,046          ,1237
201709   ,191          ,64
201607   ,101          ,24
201607   ,026          ,382
201903   ,141          ,217
201903   ,031          ,128
201903   ,138          ,98
201709   ,164          ,30
201809   ,036          ,877
201809   ,061          ,108
202001   ,112          ,783
202001   ,062          ,79
202002   ,130          ,216
201503   ,062          ,104
201602   ,127          ,23
201506   ,018          ,13
201505   ,032          ,24
201802   ,131          ,21
201808   ,038          ,4
201606   ,073          ,298
201606   ,035          ,26
201912   ,172          ,154
201912   ,023          ,59
201912   ,130          ,189
201710   ,150          ,10
201903   ,019          ,4
201508   ,081          ,12
201909   ,110          ,315
201904   ,083          ,54
201906   ,041          ,59
201506   ,081          ,30
201705   ,151          ,23
201805   ,194          ,4
201504   ,082          ,4
201812   ,181          ,18
201812   ,064          ,1
201805   ,082          ,2
201601   ,164          ,23
201906   ,124          ,5
201805   ,134          ,3
201509   ,074          ,1
201707   ,028          ,10
201511   ,103          ,7
201806   ,134          ,1
201709   ,170          ,1
201901   ,091          ,1
201902   ,170          ,1
202003   ,086          ,1
201501   ,182          ,1
201711   ,134          ,2
201907   ,152          ,3
201503   ,103          ,1
202005   ,080          ,2
201911   ,039          ,2
201703   ,039          ,2
201703   ,112          ,1122
201704   ,128          ,16
201511   ,030          ,479
201602   ,090          ,680
201702   ,192          ,121
201608   ,152          ,20
201608   ,124          ,14
201608   ,075          ,20
201511   ,090          ,483
201706   ,080          ,252
201706   ,173          ,386
201706   ,195          ,22
201610   ,120          ,1101
201610   ,026          ,173
201703   ,050          ,291
201609   ,031          ,99
201612   ,123          ,2
201612   ,139          ,7
201511   ,041          ,89
201510   ,125          ,70
201503   ,010          ,1681
201604   ,031          ,113
201709   ,036          ,1058
201708   ,202          ,15
201805   ,141          ,226
201805   ,030          ,514
201805   ,075          ,7
201905   ,152          ,4
201609   ,102          ,3
201705   ,174          ,52
201911   ,043          ,1524
201701   ,104          ,15
201609   ,152          ,3
201902   ,110          ,474
201902   ,100          ,216
201808   ,045          ,18
201710   ,171          ,118
201710   ,114          ,198
201710   ,080          ,257
201710   ,073          ,92
201812   ,110          ,375
201901   ,081          ,36
201509   ,129          ,72
201709   ,127          ,12
201607   ,041          ,166
201806   ,171          ,73
201811   ,017          ,502
201907   ,015          ,39
201809   ,056          ,8
201908   ,060          ,197
201908   ,071          ,179
202001   ,060          ,148
202002   ,103          ,2
202002   ,144          ,6
201503   ,072          ,134
201802   ,034          ,2
201907   ,140          ,1
201912   ,050          ,166
201502   ,104          ,4
201604   ,150          ,21
201901   ,181          ,4
202002   ,163          ,40
202003   ,124          ,12
201909   ,071          ,248
201909   ,183          ,4
201906   ,032          ,16
201604   ,163          ,21
201505   ,192          ,65
201605   ,075          ,26
201905   ,039          ,3
201907   ,115          ,4
201606   ,032          ,33
201508   ,164          ,18
201801   ,170          ,11
201908   ,081          ,21
201610   ,183          ,2
201809   ,186          ,48
201605   ,101          ,14
201902   ,039          ,13
201511   ,027          ,4
201609   ,024          ,8
201609   ,106          ,1
201603   ,039          ,4
201912   ,151          ,5
201601   ,153          ,2
201701   ,074          ,1
201511   ,142          ,2
201904   ,086          ,1
202005   ,150          ,1
201912   ,091          ,1
201809   ,202          ,11
202004   ,110          ,178
202004   ,143          ,58
201706   ,050          ,221
201701   ,083          ,75
201701   ,040          ,1661
201701   ,015          ,67
201701   ,160          ,134
201701   ,014          ,125
201702   ,026          ,309
201707   ,083          ,248
201707   ,045          ,15
201707   ,191          ,13
202003   ,046          ,389
201608   ,013          ,320
201608   ,125          ,57
201511   ,035          ,24
201610   ,192          ,73
201610   ,030          ,601
202003   ,083          ,34
201703   ,015          ,33
201703   ,022          ,99
201703   ,125          ,83
201708   ,122          ,4
201609   ,186          ,30
201609   ,191          ,16
201706   ,127          ,10
201612   ,191          ,44
201601   ,084          ,427
201508   ,193          ,212
201602   ,160          ,104
201509   ,080          ,316
201510   ,131          ,13
201506   ,072          ,64
201506   ,020          ,1167
201510   ,072          ,64
201805   ,031          ,92
201607   ,057          ,1342
201805   ,140          ,7
201609   ,139          ,10
201803   ,171          ,78
201803   ,125          ,93
201804   ,046          ,693
201705   ,017          ,254
201705   ,182          ,104
201605   ,154          ,153
201911   ,163          ,12
202004   ,127          ,6
201905   ,074          ,2
201902   ,090          ,469
201902   ,013          ,392
201808   ,114          ,134
201710   ,056          ,17
201901   ,062          ,78
201509   ,085          ,6
201506   ,084          ,232
201601   ,017          ,143
201712   ,114          ,171
201802   ,054          ,22
201810   ,202          ,1
201811   ,041          ,111
201811   ,023          ,59
201907   ,190          ,676
201809   ,033          ,141
202001   ,173          ,373
201912   ,020          ,1076
202002   ,164          ,16
201502   ,112          ,89
201505   ,071          ,228
201503   ,138          ,63
201605   ,170          ,4
201804   ,131          ,7
201606   ,012          ,748
201606   ,011          ,35
201508   ,143          ,55
201710   ,181          ,9
201903   ,164          ,18
201509   ,072          ,77
201901   ,022          ,17
202002   ,129          ,9
201909   ,127          ,14
201909   ,154          ,64
201904   ,129          ,7
201802   ,113          ,7
201503   ,045          ,11
201502   ,130          ,48
201502   ,044          ,23
201712   ,028          ,3
201501   ,019          ,5
201812   ,054          ,12
201605   ,162          ,3
201503   ,140          ,4
201806   ,166          ,1
201901   ,024          ,10
202002   ,140          ,2
201507   ,024          ,5
201909   ,019          ,3
202003   ,202          ,4
201510   ,140          ,4
201810   ,063          ,18
201908   ,140          ,1
201810   ,103          ,4
202001   ,091          ,13
202004   ,039          ,1
201704   ,032          ,18
201704   ,033          ,65
201704   ,015          ,48
201611   ,030          ,439
201511   ,020          ,1563
201607   ,020          ,2770
201707   ,113          ,11
202004   ,163          ,6
201708   ,124          ,15
201708   ,032          ,3
201708   ,141          ,195
201706   ,141          ,233
201610   ,021          ,41
201603   ,111          ,485
201703   ,181          ,17
201609   ,193          ,273
201609   ,129          ,38
201707   ,161          ,26
201505   ,050          ,210
201601   ,042          ,1366
201507   ,040          ,1217
201505   ,057          ,482
201509   ,130          ,287
201509   ,050          ,219
201601   ,013          ,333
201508   ,031          ,117
201511   ,193          ,236
201507   ,051          ,1236
201601   ,090          ,527
201603   ,014          ,145
201602   ,085          ,19
201707   ,144          ,3
202005   ,114          ,2
202005   ,110          ,3
201601   ,071          ,289
201905   ,113          ,3
201807   ,012          ,343
201705   ,035          ,20
201705   ,141          ,259
201911   ,090          ,349
201902   ,138          ,82
201902   ,163          ,47
201910   ,072          ,46
201910   ,192          ,60
201909   ,040          ,1765
201808   ,173          ,395
201805   ,055          ,35
201810   ,041          ,59
201502   ,125          ,30
201505   ,013          ,335
201712   ,036          ,1001
201712   ,129          ,116
201711   ,027          ,9
201903   ,046          ,741
201806   ,064          ,3
201907   ,073          ,63
201908   ,030          ,379
201908   ,013          ,236
201908   ,087          ,127
201908   ,138          ,115
202001   ,087          ,226
202002   ,083          ,44
201506   ,041          ,58
201801   ,175          ,7
202004   ,140          ,2
201606   ,161          ,7
201804   ,022          ,18
201912   ,150          ,17
201702   ,053          ,2
201710   ,170          ,3
201911   ,032          ,5
201810   ,195          ,6
201512   ,181          ,53
201909   ,012          ,292
201909   ,037          ,15
201904   ,061          ,128
201904   ,163          ,7
201710   ,153          ,2
201906   ,190          ,562
201906   ,025          ,9
201604   ,164          ,26
201810   ,133          ,7
201512   ,081          ,30
201504   ,125          ,70
201808   ,056          ,4
201603   ,037          ,22
201502   ,191          ,15
201512   ,140          ,6
201509   ,194          ,10
201512   ,170          ,2
201602   ,082          ,3
201503   ,016          ,42
201602   ,175          ,10
201902   ,143          ,7
201811   ,091          ,4
201511   ,037          ,7
201609   ,064          ,2
201906   ,139          ,5
201812   ,202          ,2
201808   ,144          ,4
201511   ,063          ,7
201902   ,166          ,2
201802   ,153          ,2
201505   ,194          ,4
201610   ,106          ,2
201911   ,166          ,1
201904   ,193          ,118
201703   ,072          ,134
201611   ,018          ,43
201702   ,050          ,339
201608   ,195          ,11
201608   ,055          ,28
201606   ,071          ,328
201606   ,030          ,731
201610   ,022          ,38
202003   ,014          ,64
201708   ,021          ,49
201612   ,125          ,110
201701   ,023          ,86
201612   ,024          ,9
201605   ,051          ,1820
201510   ,035          ,28
201603   ,030          ,447
201502   ,114          ,70
201510   ,128          ,25
201508   ,141          ,136
201709   ,120          ,771
201709   ,071          ,303
201709   ,014          ,94
201708   ,045          ,9
201805   ,110          ,388
201701   ,103          ,1
201801   ,046          ,895
201905   ,072          ,47
201803   ,030          ,672
201803   ,081          ,24
201804   ,172          ,273
201802   ,020          ,2102
201802   ,041          ,154
201705   ,101          ,17
201705   ,054          ,36
201810   ,138          ,103
201809   ,130          ,267
201808   ,101          ,3
201812   ,013          ,311
201905   ,053          ,10
201901   ,037          ,4
201901   ,054          ,14
201607   ,060          ,362
201607   ,037          ,6
201711   ,114          ,220
201711   ,082          ,15
201711   ,196          ,2
201811   ,050          ,325
201811   ,186          ,21
201907   ,033          ,60
201603   ,164          ,23
201508   ,071          ,259
201808   ,091          ,4
201606   ,090          ,657
201606   ,100          ,211
201606   ,061          ,269
201912   ,145          ,10
201511   ,160          ,147
201508   ,103          ,3
201911   ,091          ,3
201507   ,192          ,72
201705   ,144          ,5
201504   ,124          ,37
201805   ,038          ,1
201807   ,122          ,6
201907   ,054          ,3
201507   ,127          ,2
201812   ,154          ,53
201812   ,075          ,20
201605   ,091          ,4
201605   ,129          ,9
201501   ,043          ,20
201907   ,162          ,1
201912   ,115          ,5
201503   ,053          ,2
201603   ,101          ,23
201707   ,038          ,1
201508   ,064          ,7
201804   ,094          ,1
201502   ,183          ,1
201607   ,085          ,9
201901   ,162          ,1
201601   ,064          ,1
201603   ,115          ,1
201601   ,139          ,5
201803   ,074          ,1
201910   ,170          ,1
201912   ,085          ,3
201704   ,020          ,1482
201704   ,035          ,31
201701   ,171          ,248
202003   ,043          ,1211
201704   ,103          ,8
202003   ,035          ,23
201509   ,020          ,1814
201612   ,017          ,284
201612   ,026          ,207
201607   ,172          ,350
201505   ,110          ,398
201605   ,090          ,638
201512   ,111          ,626
